Content,Stars,titre,origine,jour,mois,année,Pays
contente,5,MARIO KART 8 DELUXE,AMAZON,27,11,2014,France
"Mon fils adore, il peut passer des heures à jouer, un peu trop à mon goût, il faut le limiter !",5,MARIO KART 8 DELUXE,AMAZON,16,4,2011,France
"Acheté à Amazon directement, je l'ai eu moins cher qu'en boutique (-10 euros, quand même !) et neuf !Je recommande, tout est toujours parfait avec Amazon !",5,MARIO KART 8 DELUXE,AMAZON,23,8,2010,France
"mes enfants sont décus le volant ne marche pas bien , le bouton est abimé ce qui empeche le bon fonctionnement",1,MARIO KART 8 DELUXE,AMAZON,7,12,2016,France
le titre décrivait mario kart wii +volant wii wheel et je n ais reçus que le jeu.donc très très déçus.,2,MARIO KART 8 DELUXE,AMAZON,12,9,2014,France
je l'ai acheté pour un cadeau ; il a fait plaisir à chacun de mes enfants qui adore jouer ensemble .,5,MARIO KART 8 DELUXE,AMAZON,19,2,2011,France
Un bon jeu pour jouer seul ou a plusieurs (si nombre de volants et de nunchunk suffisant). Permet de jouer en famille et est ausi agréable pour les adultes que pour les enfants. De bons moments en perspective...,5,MARIO KART 8 DELUXE,AMAZON,30,1,2009,France
"Reprenant des nouveaux et des vieux circuits de la  n64, le pied est énorme, surtout quand on joue à plusieurs, et avec le volant le plaisir et les patries de fous rires sont présent, bravo à nintendo",5,MARIO KART 8 DELUXE,AMAZON,17,11,2008,France
Nous avons réceptionné cette commande dans les délais... Le paquet a plu et le jeu est marrant... Mais rien à voir avec l'ancienne version... Dommage pour les nostalgiques dans mon genre!,3,MARIO KART 8 DELUXE,AMAZON,26,12,2009,France
"bonjour suite à ma commande je suis déçue car nous n'avons pas le volant ,l'annonce telle qu'elle était faite ma trompée effectivement je n'ai pas vu qu'il y avait un commentaire,je trouve le jeu cher et mon enfant ne le trouve pas attractif: il manque ce volant, j'aimerai le revendreen attente d'une réponse de votre part merci.",1,MARIO KART 8 DELUXE,AMAZON,17,1,2013,France
Contrairement à l'annonce le volant n'est pas livré! D'autres vendeurs sur d'autres fiches proposent le jeu seul et l'annonce est claire. On se passera donc de l'accessoire.,1,MARIO KART 8 DELUXE,AMAZON,24,2,2015,France
"c'est MArio kart, on s'amuse vraiment à faire la coursepas évident sur la WII mais très drôleje le recommande",5,MARIO KART 8 DELUXE,AMAZON,20,9,2009,France
Mon fils et ma fille s'eclatent regulierement sur ce jeux. Un des meilleurs rapport prix/amusemant que j'ai fait avec un jeux WII!,5,MARIO KART 8 DELUXE,AMAZON,2,2,2009,France
"parfait pour jouer en solo ou à plusieurs, très diversifié dans le contenu tant sur les lieux que sur les véhicules",5,MARIO KART 8 DELUXE,AMAZON,9,6,2009,France
"La commande est incomplète car il manque le volant. De plus, une option du jeu n'est pas fonctionnelle... Manque de satisfaction.",2,MARIO KART 8 DELUXE,AMAZON,5,5,2013,France
Assez difficile à manier la télécommande wii surtout sans volant. Je préférais sans aucun doute Mariokart sur nintendo ! Déçue de ce jeu qui me paraisssait génial au premier abord.,2,MARIO KART 8 DELUXE,AMAZON,24,6,2012,France
"Le jeu marché très bien j'ai reçu le colis très rapidement, mais je m'attendais à avoir un volant wii c'est pas le cas il était précisé que c'était une occasion pas de soucis là dessus mais il était pas dit que c'était un volant adapté pour la wii certes j'aurais voulu que ce soit clair .",3,MARIO KART 8 DELUXE,AMAZON,29,11,2017,France
Mario Kart est un classique indémodable qui se joue très bien sur Wii.Le volant est super facile à manier mais il faut bien le maintenir à la verticale. Perso j'ai une préférence pour le Nunchuk (joystick) fourni avec la console.,5,MARIO KART 8 DELUXE,AMAZON,2,6,2015,France
"Jeux excellent, la sage des Mario Kart est très bonne !Plus possible de jouer en ligne avec d'autres joueurs car Nintendo a fermé les serveurs mais sympa à jouer en famille !Volant pas indispensable c'est très plastique et ne sert à rien !",4,MARIO KART 8 DELUXE,AMAZON,12,9,2014,France
"voila peut etre l'un des meilleurs mario kart depuis le debut de la série. et en tous cas par rapport aux premiers chiffres de ventes se sera certainement le plus vendu.mais pourquoi est'il si bon ?1- Le gameplay, le Wii Wheel est tres précis et terriblement plus immersif que le pad. Je n'etais pas convaincu avant de le prendre mais je ne joue qu'avec ca.2- Desormais on a des tremplins sur la course qui nous permettent de faire des figures afin d'avoir un boost. ca rend les partie beaucoup plus dynamique car on est toujours a la recherche de ce genre de petits plus pour gagner la course.3- Le multi... et si vous avez un connexion ADSL bénissé dieu. Car franchement c'est une bombe. Il utilise le meme type de décompte de point que tetris (on part sur une base de 5000 et on pert des points ou on en gagne en fonctions du niveaux des concurrents). mais la c'est a 12 qu'on fait les courses. et pas un lag pas un freeze comme j'ai lu a certain endroit.alors foncé (sans mauvais jeu de mots) avec SSBB, ZELDA et mario galaxy c'est l'un DES JEUX de la Wii !",5,MARIO KART 8 DELUXE,AMAZON,13,4,2008,France
"Que du bonheur ! Que vous ayez joué aux précédents Mario Kart ou pas, vous y trouverez votre compte. Tout ce qui a fait leur succès est présent et optimisé. On sera donc ravi de découvrire un mode bataille (ballons et pièces) non plus à 4 mais à 12, avec la possibilité de jouer avec des ""ordinateurs"". Bien sur, l'une des grandes nouveautés réside dans sa nouvelle jouabilité au volant wii wheel: après un court temps d'adaptation, ce volant nous permet de nous immerger encore plus dans ce monde complètement fou qu'est Mario Kart avec les fous rires qui l'accompagnent. Vous l'aurez compris, c'est en multijoueur que ce jeu prend tout son sens, en permettant à quatre joueurs de disputer dans des courses ou des batailles endiablées avec 8 ordinateurs. En plus de celà, un mode en ligne a été ajouté, qui permet à douze joueurs du monde entier (ou seulement en ligne avec vos amis) de se disputer dans ces même modes, en équipe ou en solo. Un ami pourra même se joindre à vous depuis la même console grâce à un système invité bien pensé, permettant de jouer en ligne, et avec votre ami en écran splitté. Petit plus : coté score, vos points de victoire seront comptabilisés: perte de points si vous arrivés entre 4ème et 12ème, et gain de points si vous arrivez entre 1er et 3ème... en partant d'un capitale de 5000. Les nouveaux circuits sont tout simplement superbes et on retrouve avec plaisir les anciens les plus populaires (32 en tout). Si vous possédez la wii, jetez vous dessus les yeux fermés, des jeux d'une telle qualité ne sortent pas si souvent... Une réussite totale !",5,MARIO KART 8 DELUXE,AMAZON,13,4,2008,France
"Fan absolu du premier opus sur super-nintendo, j'ai sans cesse était déçu au fur et à mesure des nouvelles version. Version N64 avec ses multiples carapaces rouges, version GameCube sans saveur qui se termine rapidement et ne donne pas envie d'y rejouer.Hors avec ce nouveau Mario Kart Wii, la déception était là au départ, mais en creusant un peu, le jeu à un potentiel énorme. Mis à part les grand prix où votre positionnement final dépend à 80% de la chance de ne pas s'en prendre trop dans la tronche, les multiples véhicules, avec leurs dérapages particulier, leurs turbo et autres wheeling lui donne une profondeur énorme. le jeu en ligne avec classement est très rapide, pas besoin d'attendre 1h avant de jouer et les courses s'enchaîne rapidement.Le mode contre la montre est également impeccable, avec la possibilité d'affronter les développeur ou les fantôme des champions du monde après les avoir téléchargé (et la possibilité des les regarder pour apprendre les technique les plus performances pour aller vite!Bref, un jeu qui se prend en main facilement, où l'on peu s'amuser dès les premiers moment et où l'expérience et l'apprentissage pour devenir un boss est longue!PS: la grand quantité de persos et de véhicules à débloquer pimente le jeu  et c'est du tout bon!",4,MARIO KART 8 DELUXE,AMAZON,27,4,2008,France
"Aléatoire, injuste, énervant, moche, a la masse en écran splitté... La liste des approximations de cet épisode wii est relativement longue pour une licence nintendo habituée à plus de rigueur en temps normal...On se souvient de la conférence E3 ou Reggie nous présentait les premières videos du soft, dignes de Double Dash, un volant à la main, avec un renfort de 2 roues et un mode online pour la première fois dans la série... De ces nouvelles, seules deux d'entre elles sont réjouissantes: Le online est bien foutu, quoique bien entendu perfectible, et l'insertion des motos, catastrophe en devenir dans les esprits à l'époque, est finalement réussie, voir meme trop réussie, vis a vis des 'karts' qui perdent peut etre leur interet niveau performance.La première grosse erreur de cet opus, bien entendu, c'est son volant gadget attrape nigaud, ou plutot 'attrape casual', que l'on a absolument voulu nous mettre entre les mains, au point de concentrer la campagne marketing du soft plus autour de l'objet que du contenu et de l'interet du jeu en lui meme. 'L'infame' est omniprésent: Trois fois sur la jaquette, en gros plans quasi permanent dans les trailers, imposé dans les tournois online de la chaine nintendo, comme dans certains tournois physiques sponsorisés par la firme... Et tout ça pour ça... Une maniabilité médiocre, capricieuse, et surtout imprécise à souhait pour un épisode de MK qui, mine de rien, est peut etre le plus exigeant sur la question de la précision. Heureusement, on respire un peu quand wiimote-nunchuk en main pour la première fois, on perçoit quelques vrais sensations de conduites, intuitives, régulières, ou enfin on retranscrit à l'écran ce que l'on désirait vraiment faire. Concernant la maniabilité au pad GC, que nombreux, comme moi, pensaient par avance la plus appropriée, nintendo a trouvé bon de la bacler, en plaçant notamment les objets sur la touche L au lieu de Y, alors que le schéma Double Dash était parfait. Plus fort encore, il est impossible de configurer la manette comme on l'entend, aucun choix possible.Concernant le jeu en lui meme, jamais un épisode de MK n'aura fait preuve d'une approche aussi grand public, mais est ce surprenant vis a vis de la politique actuelle de nintendo ? Tout est fait pour que tout le monde s'amuse, le père, la mère, la soeur, tous n'ayant jamais vraiment tenu une manette de leur vie, mais intrigués par ce volant rigolo et toutes ces publicités a la télévision ou l'on voit ces familles qui ont l'air de tellement s'amuser avec ça. On a donc la un joyeux bazar, chaotique à souhait, ou le premier passe 11ème d'un instant a l'autre, et vice versa. Finalement, il ne fait pas bon vouloir etre un fin technicien, prendre ses courbes sérrées au maximum, anticiper les carapces rouges en gardant un objet de défense derrière soi... Car ici, ça n'est pas vraiment utile. Nintendo a fait en sorte que toi, meneur de course, tu te retrouves harcelé de carapace bleus, et d'une multitude d'évenements très malheureux et regrettables qui te feront rapidement perdre et ta place, et ta patience, au profit d'un des membres de ta famille qui t'aura doublé 5 mètres avant la ligne.Alors oui, certes, c'est bien si ' tout le monde peut s'amuser ' et si ' rien n'est joué d'avance ', mais pour celui qui joue a mario kart depuis la super nes, qui s'investit dans son jeu, rien n'est plus frustrant que de voir non pas les capacités personnelles, mais le hasard déterminer de qui est ou non en droit de remporter une course...La règle est identique sur le online, car les débutants font leur loi, et les débutants aiment particulièrement les circuits ou moins de technique est requise. Donc, on va au charbon, perdre 100, 200 points, sur ' circuit luigi' ou ' plage maskass'... Car si certains circuits, 32 en tout (ouf...) sont sympas (volcan grondant, chateau de bowser...) on a bien sur droit aux tracés sans interet, qui favorisent... Le plus chanceux.Mais malgré tout, ce mario kart... Est un bon, voir très bon jeu. Je pense pour l'instant l'avoir plus adoré que detesté, car le fun est la, caché dans un coin, la recette miracle de petites course délirantes marche toujours, et il reste une once de subtilité, de finesse, à travailler, qui peut permettre de faire la différence dans les courses, et de parvenir dans la catégorie des grands, à 9000 points online ( soyons clair, le online est tout dans ce jeu pour les joueurs solitaires). Il est toujours possible de mieux faire, mieux prendre ses courbes, et le jeu semble afficher une marge de progression énorme, illimitée... Il existe même des cracs, qui partent et qu'on ne revoit pas, et qui défient l'esprit de meute compacte de cet épisode... Ceux la se battent en réalité contre le jeu, contre eux mêmes, et plus contre les autres concurrents, toujours prit dans la spirale de l'aléatoire... Ils affrontent le sort, la fatalité de ce jeu qui malgré tout, finit aussi bien souvent par les rattraper, par les dépasser, pour que l'on sache bien qu'ici, les meilleurs ne sont pas forcément les vainqueurs...Jouez a mario kart wii... ou a pile ou face.",4,MARIO KART 8 DELUXE,AMAZON,1,8,2008,France
"Fan de la série sur portables (advance et ds), cet opus sur wii a été le premier épisode auquel j'ai joué sur console de salon. Honnêtement, j'ai été très déçu après les premières courses. Graphiquement le jeu est loin d'être ébouriffant. Les textures sont floues, les décors loin d'être originaux, du moins pour ceux qui ont joués aux précédents opus, et la modélisation des personnages assez moyenne. Ce manque de soin évident est d'autant plus surprenant que Nintendo nous gratifiait il y a quelques mois d'un sublime mario galaxy qui prouvait (enfin !) que la wii en a dans le ventre. Heureusement les couleurs sont toujours aussi chatoyantes et certains décors sont formidables. Mais l'intérêt de cet épisode est bien sur dans sa jouabilité innovante avec le wii wheel. Si les premières parties sont franchement chaotique (impossible d'aller tout droit ^^), on prend le coup de main après quelques heures très laborieuses et exaspérantes et cet opus révèle alors toute sa saveur. D'un autre côté, heureusement que cette jouablilité avec le volant est convaincante (et non pas un silmple gadget) car les autres possibilités offertes par la wiimote et le nunchuk sont franchement mauvaises. En bref, une grosse déception au premier abords avec des graphismes moyen, des décors pas terrible et une jouabilité à la rue. Seulement voilà, même si les développeurs ne se sont clairement pas foulés et ont assuré le minimum syndical, le jeu reste de très bonne facture avec un savoir faire évident qui sauve le titre du naufrage. Une fois le volant appréhendé, le jeu décuple son potentiel pour nous offrir un mario kart qui ne révolutionnera pas la série mais qui est d'une efficacité redoutable pour peu que l'on prenne le temps.",4,MARIO KART 8 DELUXE,AMAZON,13,12,2008,France
