review,score,titre,origine,date
"Ce jeu se destine essentiellement aux enfants et jeunes adolescents. Il propose beaucoup d'activités variées et surtout une grande liberté de choix pour les joueurs.Parmi ces activités, beaucoup d'éléments sont vraiment intéressants pour le public ciblé : la gestion d'un budget, d'un compte bancaire, la découverte de la faune et de la flore, et même quelques contacts avec des oeuvres d'arts accompagnées d'explications sur leurs auteurs et leurs origines. L'idée de conduire les enfants à faire quelques recherches pour déterminer si l'oeuvre qui leur ait présentée est authentique est même très judicieuse à mon sens. Dommage que cette activité ne soit qu'anecdotique dans la globalité du jeu. Cela n'en fait évidemment pas un jeu à caractère pédagogique mais la démarche est tout de même très positive.Toutefois ATTENTION : comme souvent avec les productions japonaises, le jeu repose sur le concept du ""Tamagotchi"". L'addiction est gérée par la nécessité de revenir très régulièrement dans le jeu, à des heures précises, des jours données, avec une régularité fixée, au risque dans le cas contraire de passer à côté d'événements importants pour la progression dans le jeu.Ce type de contraintes, surtout pour un public jeune, est particulièrement discutable.Les parents doivent le savoir pour fixer les limites nécessaires, d'autant que le jeu est suffisamment bien conçu pour se présenter comme uniquement pétri de bonnes intentions...",4,ACNH,AMAZON,2020-05-09
Acheter pour la toute nouvelle console reçoit à Noël pour ma fille elle est contentePar contre s'il vous plaît essayer de diminuer le prix des jeux...,8,ACNH,AMAZON,2022-01-04
"Bonjour, reçu très rapidement avec prime. Aucun souçi de livraison. Par contre est ce normal qu'il manque a l'intérieur un petit livret qui explique comment jouer a animal crossing? Il n'y a que la cartouche et une petite feuille concernant les dangers pour enfants épileptique...Si quelqu'un pouvait éclairer ma lucarne!  Merci beaucoup!",8,ACNH,AMAZON,2021-08-13
"Je pense qu’on peut le dire, ce jeu est tout simplement indispensable, j’ai même envie de dire incontournable en ce moment ! Les journées, soirées, nuits passent beaucoup plus vite et sont plus joyeuses grâce à ce jeu. Merci pour le timing de la sortie.Pour parler un peu du jeu, il est vraiment super ! La première fois que j’ai joué à Animal Crossing, cela remonte à la GameCube.Fidèle à la licence Animal Crossing, vous pouvez le prendre les yeux fermées, tout est vraiment bien, le musée est grandiose, bref ! Vous m’avez compris, parfait.Le seul point noir du jeu après quelques jours de pratique, pour moi, ce serait le tchat écrit pour faire la discussion avec les autres joueurs. Il n’est pas pratique mais bon, pour le peu qu’on l’utilise en soit ?J’espère que mon avis vous sera utile, bon game à tous",10,ACNH,AMAZON,2020-03-25
Mes enfants adorent c le principal,10,ACNH,AMAZON,2022-06-22
"J'avais eu la version sur Nintendo et franchement que c'était ennuyeux. Là au moins il y a bien plus d'action, de choses à faire, et le temps passe plus vite ! On tourne moins en rond. Bref un bon pas, sans compter le HD de la Switch ! Un régal pour les yeux.Par contre il faudrait permettre bien plus de choses : utiliser des objets (vélo, trottinette,...) permettre des relations (couple, vivre à deux, ...), etc etc !On sent que l'idée de départ est pas suffisamment exploitée :)Des mises à jours gratuites pour enrichir le contenu arrivent de temps en temps, c'est bien, mais faut aller plus loin ! Quitte à sortir un ""Crossing 2""",8,ACNH,AMAZON,2020-07-25
"Enfin ! Après 7 ans sans jeu Animal crossing en voilà un nouveau sur Switch !Que dire ? Ce jeu est génial avec ses nouvelles mécaniques , nouveaux personnages etc...Il vous en faudra du temps pour avoir votre village à votre goût surtout que les objets se débloquent au fil du tempsSi je devrais citer des reproche ça serait le fait de ne pas avoir certains objets , plusieurs îles , habitations ( le café par exemple qui viendra peut être dans une mise à jour je l'espère )Enfin ce jeu est génial et de plus pendant ce confinement vous ne verrez pas le temps passer !",10,ACNH,AMAZON,2020-04-30
"Super jeu, on y joue presque tous. Juste un bémol pour lesquel je n'ai pas mis 4 étoiles, mon fils a une nouvelle console et malgré l'archivage impossible de restaurer la sauvegarde de l'île sur la nouvelle console, et le service client contacté comme indiqué sur le site de Nintendo ne peut rien faire dans tous les cas même si l'ancienne est endommagée, on a plus qu'à attendre la grosse mise à jour qui nous permettra peut-être de le faire, heureusement l'ancienne console fonctionne encore en ""light"" mais quand on paye le online en plus c'est assez aberrant qu'on ne puisse pas récupérer ses données !!",8,ACNH,AMAZON,2020-09-03
"Un jeu à avoir chez soi, détente garantie.Super bien conçu ! Aussi bien pour les petits que les grands, tout le monde l'adore",10,ACNH,AMAZON,2022-04-12
"Un jeu qui conviendra aux grands comme aux petits.La prise en main est très facile, un jeu coloré et où il faut savoir prendre son temps.Son succès pendant le premier confinement en 2020 est la preuve de la capacité de ce jeu à faire naitre des sensations de voyage et de liberté.",10,ACNH,AMAZON,2021-12-06
Ras,8,ACNH,AMAZON,2022-03-21
Franchement je vous conseille d'acheter sur amazon c'est moins cher que cher Micromania et en plus c'est neuf,10,ACNH,AMAZON,2022-04-28
C'est le deuxième que j'achète ce que j'ai deux garçons et forcément il voulait jouer ensemble super,10,ACNH,AMAZON,2022-04-27
Très chouette jeu tout calme et relaxant!,8,ACNH,AMAZON,2022-02-18
"Jeu acheté à ma fille de 8 ans.Ma fille adore ce jeu. Elle se débrouille toute seule.Le jeu se passe sur une ile. Au début, le joueur vit dans une tente, puis arrive au fil du jeu à avoir une maison.Son personnage peut nager, pécher et fabriquer des outils, des meubles...Il peut aller au centre commercial....Bon en hivers, alors qu'il neige, les arbres ont des cerises... (Aller comprendre pourquoi..) Mais le décor change selon les saisons.Ma fille adore ce jeu... et ses copines aussi.",10,ACNH,AMAZON,2021-01-25
"Cadeau pour ma fille, nous très déçu que la boîte du jeu soit cassée, c'est pour cette raison que je ne mets que trois étoiles",6,ACNH,AMAZON,2022-07-19
bon jeu,6,ACNH,AMAZON,2022-09-01
"Déjà acheté 3 fois, en plus de crée chacun son île (avec des switchs différentes) en avançant chacun à son rythme, nous jouons en famille grâce au online. Un jeu tout doux qui permet de laisser libre cours à son imagination.Je recommande",10,ACNH,AMAZON,2022-01-03
8 ans ou 13 ans plaisir,8,ACNH,AMAZON,2022-02-10
"J’ai 26 ans (et aucunes honte!) et comme toujours , j’adore animal crossing depuis la nintendo ds !c’est super sympa pour passé le temps et construire une petite ville bien mignonne.",10,ACNH,AMAZON,2022-02-27
Un des meilleurs jeu sorti sur la Switch ! Si vous avez aimé les version sur la DS vous allez adoré cette nouvelle version ! Le scénario reste sensiblement le même mais les designs sont beaucoup travaillés c'est super agréable !,10,ACNH,AMAZON,2022-01-09
Produit conforme,10,ACNH,AMAZON,2022-06-16
Est-ce réellement nécessaire que moi et mais 200 heures de jeu vous disions en quoi ce jeu est si bien ? Tout le monde le sait et tout le monde l'adore. Mais vraiment tout le monde.,10,ACNH,AMAZON,2022-01-26
Bien reçu le colis mais pas de jeu dedans c’est honteux,2,ACNH,AMAZON,2023-02-21
Jeux super,8,ACNH,AMAZON,2022-02-11
"Vous avez aimé les jeux animal crossing précédents ? Vous adorerez celui ci !Plus de fonctionnalités .Vous pouvez désormais crafter des plans , transformer votre île selon vos envies .Vous retrouverez les personnages que vous aimiez tant de Céleste à Tom Nook en passant par Marie et les soeurs doigts de fée . Ce jeu , ce sont  des heures de bonheur et d'évasion assurées !Vous serez vite  addictif .Je ne m'en lasse pas depuis que je l'ai acheté début avril ! N'hésitez plus !",10,ACNH,AMAZON,2020-11-11
"Je viens de recevoir ma commande, comme toujours livré à l’heure, et le jeu est bien dans son emballage d’origine et neuf! J’adore!",10,ACNH,AMAZON,2022-03-14
Un jeu au top ! Mes filles et moi nous nous régalons ! Hélas la carte du jeu ne fonctionne plus seulement après 21h de jeu en trois mois d’utilisation… Du jour au lendemain alors que la carte n’a pas bougé de la console depuis 2 jours. Aucun moyen de joindre gratuitement une assistance pour un éventuel remplacement.,6,ACNH,AMAZON,2022-03-25
Contrairement aux autres jeux qui peuvent énerver les enfants malgré le temps de jeu géré par les parents. Celui ci est génial.Ce jeu est un incomptournable.Les enfants développent leur imagination et leur créativité avec les petits personnages.,10,ACNH,AMAZON,2021-12-16
Sympa pour la famille … graphisme comme on voit à la tv,10,ACNH,AMAZON,2022-04-18
Très bon jeu,8,ACNH,AMAZON,2022-01-22
"Livraison rapide, ma fille aime beaucoup",10,ACNH,AMAZON,2022-05-08
"Acheté en occase, quasiment neuf aucun accroc et tourne niquel 😉Emballage carton format grande lettre en carton livré en deux jours.C'est un incontournable sur la nintendo switch je regrette de ne pas l'avoir acheté plus tôt !Ça se laisse jouer sans problème et le temps et les saisons s'adaptent en fonction de la vie réelle.Ma copine se l'est approprié et on y a joué toute la journée dès la réception, si vous ne l'avez pas achetez le vite 🙂",10,ACNH,AMAZON,2021-01-28
"Colis arrive dans les temps.. jeu achete initialement pour mon fils de 6 ans.. nous recherchions un jeu non violent et qui ne soit pas bebete..le jeu correspond a nos attentes il est tres intuitif pour un enfant de cet age.. au debut il faut laider un peu pour quil comprenne le principe, a gerer son argent virtuel..et au final les parents se prennent aussi au jeu, et nous nous sommes creer chacun petit personnage qui evoluent chacun a leur rythmme.. je recommande",10,ACNH,AMAZON,2021-01-10
Ce jeu ne pouvait pas mieux tomber que pendant le confinement!,10,ACNH,AMAZON,2022-04-11
Jeu acheté 2 fois. Il a du succès. Je recommande,10,ACNH,AMAZON,2022-04-14
Jeu très captivant. Ma fille adore,10,ACNH,AMAZON,2022-05-04
Jeux sympa.Pas de prise de tête.Dommage qu'il y est une seule île.A essayer !,8,ACNH,AMAZON,2021-11-16
"A lire avec humour,Bonjour,Depuis réception du jeu ( précommande et reçu le lendemain de sa sortie malgré le COVID-19, gros merci a tout le réseau), ma copine a retrouvé un état psychologique stable malgré les 6j de confinement, il lui arrive de sourire, je me demande si des fois elle reste pas bloqué en mode smile :) , très ravis du jeu, emballage au top comme a chaque fois. Merci Amazon :)Bon courage a tous",10,ACNH,AMAZON,2020-03-22
"Livraison rapide. Jeu amusant dans lequel on joue pour le plaisir, pas de prise de tête ou de niveau de difficulté. Je recommande pour tout âge.",10,ACNH,AMAZON,2022-02-22
"Nous sommes de nombreux adultes à nous piquer à ce jeu mignon mais pas bébé pour autant.On a plaisir à explorer sa propre île riche en fossiles, insectes et poissons, à en exploiter les ressources de bases puis de développer sa charmante petite maison au gré de ses envies (décoration très élaborée en papiers peints, sols, mobiliers...tout est customisable).Le côté multijoueurs en ligne ou local n'est pas négligeable et on aura plaisir à papoter avec divers habitants humains ou animaux. Un must have en tout cas...",10,ACNH,AMAZON,2020-06-12
"Acheté comme cadeau d'anniversaire pour une petite fille de 7 ans, cell-ci ne veut plus le lâcher.La possibilité de ""vivre une vie"", dans un environnement calme, instructif, stimulant (il y'a pas mal de texte à lire pour réussir à réaliser les nombreuses petites missions du jeu) lui plait beaucoup. Au point de délaisser les autres jeux Switch qu'elle possède.Il semble que la durée de vie du jeu est très importante, et l'est encore plus avec la possibilité de visiter les ""iles"" des copains.",10,ACNH,AMAZON,2020-09-08
C’est super bien car on peut faire on peut faire des villes on peut tout faire.Y’a plein de mises à jour génial et c’est déjà génial quand y a pas de mises à jour,10,ACNH,AMAZON,2021-12-04
Jeu dans la lignée des précédents opus.Les graphismes sont superbes.On y retourne avec plaisir les petits trucs qui ont fait de cette licence un classique.Nintendo propose environ tous les mois des évènements et des mises à jour gratuites qui enrichissent et rapproche le jeu de fonctions des.précédentes versions.L'esprit est là avec cette douceur et cette touche de pédagogie. Un bon jeu tranquille. Les parents peuvent y aller les yeux fermés. Pas de violence et de l'éducation.Le service online n'est pas obligatoire bienqu apporte un plus.,10,ACNH,AMAZON,2020-06-26
Reçu sous 2j . Merci AmazonLe cadeau a énormément plu !!C’est un « must have » sur switch,10,ACNH,AMAZON,2022-03-10
"Il s’agit du dernier jeu 2020 Switch Animal Crossing .Ici achète pour mon fils qui est un fan absolu du jeu !Il est ravi de cette version en particulier de la qualité de l’image .On a créé un personnage pour chaque membre de la famille , on joue à 4 !Très bonne idée cadeau pour tous les amateurs du jeu!Je recommande !J’espère que ce commentaire vous sera utile, si vous avez des questions n’hésitez pas .",10,ACNH,AMAZON,2020-03-27
"Reçu le bon jeuxMarche parfaitementSous blister donc pas ouvert ! Ouf !!!Quoi d'autre ? Les impatient aller en magasin c'est plus rapide, sauf si vous avez prime bien évidemment !!! Reçu en 5/8 jours",10,ACNH,AMAZON,2021-11-22
