Content,Stars,titre,origine,jour,mois,année,Pays
"Rien à dire et pourtant il y en aurait des choses à dire.Je regrette de ne pas l'avoir avant! Avec ce jeu j'arrive à m'évader et à penser à autre choses que les actualités!Je n'ai jamais joué à cette licence, mais j'adore cette version!On ne s'ennuie jamais mais si on le veut on peut très bien se poser sur un banc et écouter le bruit des vagues ou du Rock Kéké!Je ne comprenait pas l’intérêt de ce jeu il y a encore quelques mois mais une fois qu'on y joue on comprends l'essence que ce jeu procure...Bref, un des meilleurs titres de la console pour se détendre :)",5,ACNH,AMAZON,29,6,2020,France
Mes enfants adorent ce jeux,5,ACNH,AMAZON,6,7,2022,France
"Ce jeu se destine essentiellement aux enfants et jeunes adolescents. Il propose beaucoup d'activités variées et surtout une grande liberté de choix pour les joueurs.Parmi ces activités, beaucoup d'éléments sont vraiment intéressants pour le public ciblé : la gestion d'un budget, d'un compte bancaire, la découverte de la faune et de la flore, et même quelques contacts avec des oeuvres d'arts accompagnées d'explications sur leurs auteurs et leurs origines. L'idée de conduire les enfants à faire quelques recherches pour déterminer si l'oeuvre qui leur ait présentée est authentique est même très judicieuse à mon sens. Dommage que cette activité ne soit qu'anecdotique dans la globalité du jeu. Cela n'en fait évidemment pas un jeu à caractère pédagogique mais la démarche est tout de même très positive.Toutefois ATTENTION : comme souvent avec les productions japonaises, le jeu repose sur le concept du ""Tamagotchi"". L'addiction est gérée par la nécessité de revenir très régulièrement dans le jeu, à des heures précises, des jours données, avec une régularité fixée, au risque dans le cas contraire de passer à côté d'événements importants pour la progression dans le jeu.Ce type de contraintes, surtout pour un public jeune, est particulièrement discutable.Les parents doivent le savoir pour fixer les limites nécessaires, d'autant que le jeu est suffisamment bien conçu pour se présenter comme uniquement pétri de bonnes intentions...",2,ACNH,AMAZON,9,5,2020,France
Acheter pour la toute nouvelle console reçoit à Noël pour ma fille elle est contentePar contre s'il vous plaît essayer de diminuer le prix des jeux...,4,ACNH,AMAZON,4,1,2022,France
"Bonjour, reçu très rapidement avec prime. Aucun souçi de livraison. Par contre est ce normal qu'il manque a l'intérieur un petit livret qui explique comment jouer a animal crossing? Il n'y a que la cartouche et une petite feuille concernant les dangers pour enfants épileptique...Si quelqu'un pouvait éclairer ma lucarne!  Merci beaucoup!",4,ACNH,AMAZON,13,8,2021,France
"Je pense qu’on peut le dire, ce jeu est tout simplement indispensable, j’ai même envie de dire incontournable en ce moment ! Les journées, soirées, nuits passent beaucoup plus vite et sont plus joyeuses grâce à ce jeu. Merci pour le timing de la sortie.Pour parler un peu du jeu, il est vraiment super ! La première fois que j’ai joué à Animal Crossing, cela remonte à la GameCube.Fidèle à la licence Animal Crossing, vous pouvez le prendre les yeux fermées, tout est vraiment bien, le musée est grandiose, bref ! Vous m’avez compris, parfait.Le seul point noir du jeu après quelques jours de pratique, pour moi, ce serait le tchat écrit pour faire la discussion avec les autres joueurs. Il n’est pas pratique mais bon, pour le peu qu’on l’utilise en soit ?J’espère que mon avis vous sera utile, bon game à tous",5,ACNH,AMAZON,25,3,2020,France
Mes enfants adorent c le principal,5,ACNH,AMAZON,22,6,2022,France
"J'avais eu la version sur Nintendo et franchement que c'était ennuyeux. Là au moins il y a bien plus d'action, de choses à faire, et le temps passe plus vite ! On tourne moins en rond. Bref un bon pas, sans compter le HD de la Switch ! Un régal pour les yeux.Par contre il faudrait permettre bien plus de choses : utiliser des objets (vélo, trottinette,...) permettre des relations (couple, vivre à deux, ...), etc etc !On sent que l'idée de départ est pas suffisamment exploitée :)Des mises à jours gratuites pour enrichir le contenu arrivent de temps en temps, c'est bien, mais faut aller plus loin ! Quitte à sortir un ""Crossing 2""",4,ACNH,AMAZON,25,7,2020,France
"Enfin ! Après 7 ans sans jeu Animal crossing en voilà un nouveau sur Switch !Que dire ? Ce jeu est génial avec ses nouvelles mécaniques , nouveaux personnages etc...Il vous en faudra du temps pour avoir votre village à votre goût surtout que les objets se débloquent au fil du tempsSi je devrais citer des reproche ça serait le fait de ne pas avoir certains objets , plusieurs îles , habitations ( le café par exemple qui viendra peut être dans une mise à jour je l'espère )Enfin ce jeu est génial et de plus pendant ce confinement vous ne verrez pas le temps passer !",5,ACNH,AMAZON,30,4,2020,France
"Super jeu, on y joue presque tous. Juste un bémol pour lesquel je n'ai pas mis 4 étoiles, mon fils a une nouvelle console et malgré l'archivage impossible de restaurer la sauvegarde de l'île sur la nouvelle console, et le service client contacté comme indiqué sur le site de Nintendo ne peut rien faire dans tous les cas même si l'ancienne est endommagée, on a plus qu'à attendre la grosse mise à jour qui nous permettra peut-être de le faire, heureusement l'ancienne console fonctionne encore en ""light"" mais quand on paye le online en plus c'est assez aberrant qu'on ne puisse pas récupérer ses données !!",4,ACNH,AMAZON,3,9,2020,France
"Un jeu à avoir chez soi, détente garantie.Super bien conçu ! Aussi bien pour les petits que les grands, tout le monde l'adore",5,ACNH,AMAZON,12,4,2022,France
"Un jeu qui conviendra aux grands comme aux petits.La prise en main est très facile, un jeu coloré et où il faut savoir prendre son temps.Son succès pendant le premier confinement en 2020 est la preuve de la capacité de ce jeu à faire naitre des sensations de voyage et de liberté.",5,ACNH,AMAZON,6,12,2021,France
Ras,4,ACNH,AMAZON,21,3,2022,France
Franchement je vous conseille d'acheter sur amazon c'est moins cher que cher Micromania et en plus c'est neuf,5,ACNH,AMAZON,28,4,2022,France
C'est le deuxième que j'achète ce que j'ai deux garçons et forcément il voulait jouer ensemble super,5,ACNH,AMAZON,27,4,2022,France
Très chouette jeu tout calme et relaxant!,4,ACNH,AMAZON,18,2,2022,France
"Jeu acheté à ma fille de 8 ans.Ma fille adore ce jeu. Elle se débrouille toute seule.Le jeu se passe sur une ile. Au début, le joueur vit dans une tente, puis arrive au fil du jeu à avoir une maison.Son personnage peut nager, pécher et fabriquer des outils, des meubles...Il peut aller au centre commercial....Bon en hivers, alors qu'il neige, les arbres ont des cerises... (Aller comprendre pourquoi..) Mais le décor change selon les saisons.Ma fille adore ce jeu... et ses copines aussi.",5,ACNH,AMAZON,25,1,2021,France
"Cadeau pour ma fille, nous très déçu que la boîte du jeu soit cassée, c'est pour cette raison que je ne mets que trois étoiles",3,ACNH,AMAZON,19,7,2022,France
bon jeu,3,ACNH,AMAZON,1,9,2022,France
"Déjà acheté 3 fois, en plus de crée chacun son île (avec des switchs différentes) en avançant chacun à son rythme, nous jouons en famille grâce au online. Un jeu tout doux qui permet de laisser libre cours à son imagination.Je recommande",5,ACNH,AMAZON,3,1,2022,France
8 ans ou 13 ans plaisir,4,ACNH,AMAZON,10,2,2022,France
"J’ai 26 ans (et aucunes honte!) et comme toujours , j’adore animal crossing depuis la nintendo ds !c’est super sympa pour passé le temps et construire une petite ville bien mignonne.",5,ACNH,AMAZON,27,2,2022,France
Un des meilleurs jeu sorti sur la Switch ! Si vous avez aimé les version sur la DS vous allez adoré cette nouvelle version ! Le scénario reste sensiblement le même mais les designs sont beaucoup travaillés c'est super agréable !,5,ACNH,AMAZON,9,1,2022,France
Produit conforme,5,ACNH,AMAZON,16,6,2022,France
Est-ce réellement nécessaire que moi et mais 200 heures de jeu vous disions en quoi ce jeu est si bien ? Tout le monde le sait et tout le monde l'adore. Mais vraiment tout le monde.,5,ACNH,AMAZON,26,1,2022,France
Bien reçu le colis mais pas de jeu dedans c’est honteux,1,ACNH,AMAZON,21,2,2023,France
Jeux super,4,ACNH,AMAZON,11,2,2022,France
"Vous avez aimé les jeux animal crossing précédents ? Vous adorerez celui ci !Plus de fonctionnalités .Vous pouvez désormais crafter des plans , transformer votre île selon vos envies .Vous retrouverez les personnages que vous aimiez tant de Céleste à Tom Nook en passant par Marie et les soeurs doigts de fée . Ce jeu , ce sont  des heures de bonheur et d'évasion assurées !Vous serez vite  addictif .Je ne m'en lasse pas depuis que je l'ai acheté début avril ! N'hésitez plus !",5,ACNH,AMAZON,11,11,2020,France
"Je viens de recevoir ma commande, comme toujours livré à l’heure, et le jeu est bien dans son emballage d’origine et neuf! J’adore!",5,ACNH,AMAZON,14,3,2022,France
Un jeu au top ! Mes filles et moi nous nous régalons ! Hélas la carte du jeu ne fonctionne plus seulement après 21h de jeu en trois mois d’utilisation… Du jour au lendemain alors que la carte n’a pas bougé de la console depuis 2 jours. Aucun moyen de joindre gratuitement une assistance pour un éventuel remplacement.,3,ACNH,AMAZON,25,3,2022,France
Contrairement aux autres jeux qui peuvent énerver les enfants malgré le temps de jeu géré par les parents. Celui ci est génial.Ce jeu est un incomptournable.Les enfants développent leur imagination et leur créativité avec les petits personnages.,5,ACNH,AMAZON,16,12,2021,France
,1,ACNH,AMAZON,24,2,2023,France
Sympa pour la famille … graphisme comme on voit à la tv,5,ACNH,AMAZON,18,4,2022,France
Très bon jeu,4,ACNH,AMAZON,22,1,2022,France
"Livraison rapide, ma fille aime beaucoup",5,ACNH,AMAZON,8,5,2022,France
"Acheté en occase, quasiment neuf aucun accroc et tourne niquel 😉Emballage carton format grande lettre en carton livré en deux jours.C'est un incontournable sur la nintendo switch je regrette de ne pas l'avoir acheté plus tôt !Ça se laisse jouer sans problème et le temps et les saisons s'adaptent en fonction de la vie réelle.Ma copine se l'est approprié et on y a joué toute la journée dès la réception, si vous ne l'avez pas achetez le vite 🙂",5,ACNH,AMAZON,28,1,2021,France
"Colis arrive dans les temps.. jeu achete initialement pour mon fils de 6 ans.. nous recherchions un jeu non violent et qui ne soit pas bebete..le jeu correspond a nos attentes il est tres intuitif pour un enfant de cet age.. au debut il faut laider un peu pour quil comprenne le principe, a gerer son argent virtuel..et au final les parents se prennent aussi au jeu, et nous nous sommes creer chacun petit personnage qui evoluent chacun a leur rythmme.. je recommande",5,ACNH,AMAZON,10,1,2021,France
Ce jeu ne pouvait pas mieux tomber que pendant le confinement!,5,ACNH,AMAZON,11,4,2022,France
Jeu acheté 2 fois. Il a du succès. Je recommande,5,ACNH,AMAZON,14,4,2022,France
Jeu très captivant. Ma fille adore,5,ACNH,AMAZON,4,5,2022,France
Jeux sympa.Pas de prise de tête.Dommage qu'il y est une seule île.A essayer !,4,ACNH,AMAZON,16,11,2021,France
"A lire avec humour,Bonjour,Depuis réception du jeu ( précommande et reçu le lendemain de sa sortie malgré le COVID-19, gros merci a tout le réseau), ma copine a retrouvé un état psychologique stable malgré les 6j de confinement, il lui arrive de sourire, je me demande si des fois elle reste pas bloqué en mode smile :) , très ravis du jeu, emballage au top comme a chaque fois. Merci Amazon :)Bon courage a tous",5,ACNH,AMAZON,22,3,2020,France
"Livraison rapide. Jeu amusant dans lequel on joue pour le plaisir, pas de prise de tête ou de niveau de difficulté. Je recommande pour tout âge.",5,ACNH,AMAZON,22,2,2022,France
"Nous sommes de nombreux adultes à nous piquer à ce jeu mignon mais pas bébé pour autant.On a plaisir à explorer sa propre île riche en fossiles, insectes et poissons, à en exploiter les ressources de bases puis de développer sa charmante petite maison au gré de ses envies (décoration très élaborée en papiers peints, sols, mobiliers...tout est customisable).Le côté multijoueurs en ligne ou local n'est pas négligeable et on aura plaisir à papoter avec divers habitants humains ou animaux. Un must have en tout cas...",5,ACNH,AMAZON,12,6,2020,France
"Acheté comme cadeau d'anniversaire pour une petite fille de 7 ans, cell-ci ne veut plus le lâcher.La possibilité de ""vivre une vie"", dans un environnement calme, instructif, stimulant (il y'a pas mal de texte à lire pour réussir à réaliser les nombreuses petites missions du jeu) lui plait beaucoup. Au point de délaisser les autres jeux Switch qu'elle possède.Il semble que la durée de vie du jeu est très importante, et l'est encore plus avec la possibilité de visiter les ""iles"" des copains.",5,ACNH,AMAZON,8,9,2020,France
C’est super bien car on peut faire on peut faire des villes on peut tout faire.Y’a plein de mises à jour génial et c’est déjà génial quand y a pas de mises à jour,5,ACNH,AMAZON,4,12,2021,France
Jeu dans la lignée des précédents opus.Les graphismes sont superbes.On y retourne avec plaisir les petits trucs qui ont fait de cette licence un classique.Nintendo propose environ tous les mois des évènements et des mises à jour gratuites qui enrichissent et rapproche le jeu de fonctions des.précédentes versions.L'esprit est là avec cette douceur et cette touche de pédagogie. Un bon jeu tranquille. Les parents peuvent y aller les yeux fermés. Pas de violence et de l'éducation.Le service online n'est pas obligatoire bienqu apporte un plus.,5,ACNH,AMAZON,26,6,2020,France
